number,value,datetime_start,datetime_complete,duration,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_accuracy,user_attrs_mean_combined,user_attrs_mean_f1_weighted,user_attrs_mean_sharpe,user_attrs_std_accuracy,user_attrs_std_combined,user_attrs_std_f1_weighted,user_attrs_std_sharpe,state,mean_f1_weighted,std_f1_weighted,mean_accuracy,std_accuracy,mean_sharpe,std_sharpe,mean_combined,std_combined,trial_number
40,0.521721857783296,2025-09-10 15:10:04.853214,2025-09-10 15:10:07.708059,0 days 00:00:02.854845,0.8006052048374125,0.6319286733808063,0.8632984133689109,1.6962444310886595,0.2718715131041483,3,5,284,5.609063343503255e-08,0.011273252649263798,0.8149016668707162,0.43026113671274957,0.521721857783296,0.41671508208283514,1.9335520159873005,0.135458702393494,0.28688942720439875,0.14370761495190773,2.4316684827412165,COMPLETE,0.41671508208283514,0.14370761495190773,0.43026113671274957,0.135458702393494,1.9335520159873005,2.4316684827412165,0.521721857783296,0.28688942720439875,40
41,0.5230534538968584,2025-09-10 15:10:07.720060,2025-09-10 15:10:16.164701,0 days 00:00:08.444641,0.6268960274686628,0.6829880849940132,0.745762206115498,0.18779057537571658,0.022122571302772027,4,3,500,1.9787459743225477e-07,4.115618726258917e-08,0.665316294327146,0.4486175115207373,0.5230534538968584,0.41582146634456074,1.8140553608082344,0.13928395138257654,0.29526101105571306,0.16573496835442303,2.893058433259325,COMPLETE,0.41582146634456074,0.16573496835442303,0.4486175115207373,0.13928395138257654,1.8140553608082344,2.893058433259325,0.5230534538968584,0.29526101105571306,41
42,0.49165845295944705,2025-09-10 15:10:16.178685,2025-09-10 15:10:28.752515,0 days 00:00:12.573830,0.6811990428305105,0.6676364899045465,0.7256535418053996,0.6481367791435451,0.014780030226195123,5,2,619,2.3785775732359498e-06,1.7425567190161773e-07,0.6825935392886153,0.46874039938556067,0.49165845295944705,0.4408360409554886,1.848749148177789,0.13024109615279222,0.2978965037426074,0.14012961225618695,2.785102344622316,COMPLETE,0.4408360409554886,0.14012961225618695,0.46874039938556067,0.13024109615279222,1.848749148177789,2.785102344622316,0.49165845295944705,0.2978965037426074,42
43,0.5567998359587374,2025-09-10 15:10:28.765009,2025-09-10 15:10:35.261426,0 days 00:00:06.496417,0.6686756901320204,0.7040066277298381,0.7780927282299066,0.009505483782039748,0.04248492250812622,4,3,687,1.0338266115069426e-08,7.470088244836856e-07,0.6428287995393058,0.45814132104454686,0.5567998359587374,0.4507879498593327,2.263752579380908,0.1316760414788063,0.20830460417964902,0.1304868472798791,2.4451653410588667,COMPLETE,0.4507879498593327,0.1304868472798791,0.45814132104454686,0.1316760414788063,2.263752579380908,2.4451653410588667,0.5567998359587374,0.20830460417964902,43
44,0.5532353330199274,2025-09-10 15:10:35.275916,2025-09-10 15:10:40.003966,0 days 00:00:04.728050,0.6272796294332252,0.7521591474062169,0.6913686320975817,0.3034646551396575,0.05604147858575993,3,1,360,9.827972139519083e-05,2.7649145137506695e-08,0.7181188092831755,0.421121351766513,0.5532353330199274,0.3995643607836622,1.9393783284171628,0.147037489480841,0.2966062765530681,0.15995672731882007,2.870354101602938,COMPLETE,0.3995643607836622,0.15995672731882007,0.421121351766513,0.147037489480841,1.9393783284171628,2.870354101602938,0.5532353330199274,0.2966062765530681,44
45,0.5115704774911598,2025-09-10 15:10:40.021959,2025-09-10 15:10:46.081639,0 days 00:00:06.059680,0.7498518957192856,0.785588641768405,0.7146179590418092,1.001644784864342,0.01859391567034406,5,4,150,7.701918100061188e-08,1.8566027774446237e-07,0.8667610240402766,0.45906298003072193,0.5115704774911598,0.4391525943600301,1.7168421725168685,0.11370912621759513,0.28390967175521314,0.11908791930857676,2.298617720253045,COMPLETE,0.4391525943600301,0.11908791930857676,0.45906298003072193,0.11370912621759513,1.7168421725168685,2.298617720253045,0.5115704774911598,0.28390967175521314,45
46,0.5328168130406105,2025-09-10 15:10:46.096110,2025-09-10 15:10:56.525550,0 days 00:00:10.429440,0.704232752482429,0.9687011344989034,0.6523851211309308,0.7609171560162308,0.031237321046625646,7,2,534,3.9610897079074807e-07,3.759209724136106e-05,0.6539047372261538,0.476036866359447,0.5328168130406105,0.4503504172024603,2.143473139741165,0.13496396128766594,0.2490846888240052,0.13994732379633135,2.693001593398385,COMPLETE,0.4503504172024603,0.13994732379633135,0.476036866359447,0.13496396128766594,2.143473139741165,2.693001593398385,0.5328168130406105,0.2490846888240052,46
47,0.519521646145602,2025-09-10 15:10:56.548172,2025-09-10 15:11:11.056069,0 days 00:00:14.507897,0.7967102470754048,0.6201693377643399,0.9913069819344352,1.3700816775701055,0.0127566831451693,6,3,452,2.410836550545896e-08,1.3446871774915524e-05,0.6756019148399738,0.4733486943164362,0.519521646145602,0.45046039128062454,1.998644591983831,0.1258221820392034,0.2912080239009233,0.13365425388785057,2.722127142473439,COMPLETE,0.45046039128062454,0.13365425388785057,0.4733486943164362,0.1258221820392034,1.998644591983831,2.722127142473439,0.519521646145602,0.2912080239009233,47
48,0.512612420638073,2025-09-10 15:11:11.073067,2025-09-10 15:11:16.454281,0 days 00:00:05.381214,0.6968452179718532,0.6717943741845371,0.7679456931069116,0.520361931986033,0.02118723281356302,4,10,192,3.4465125184104377e-06,2.3169673986782965e-06,0.9739112629948747,0.4426267281105991,0.512612420638073,0.42841862926042684,1.4646753514033315,0.11361965345065185,0.28401784290645427,0.11506939961359082,2.0097881191673075,COMPLETE,0.42841862926042684,0.11506939961359082,0.4426267281105991,0.11361965345065185,1.4646753514033315,2.0097881191673075,0.512612420638073,0.28401784290645427,48
49,0.5152886066298739,2025-09-10 15:11:16.471296,2025-09-10 15:11:29.726407,0 days 00:00:13.255111,0.6718892093163371,0.7168763957269308,0.8538889899630056,0.3551302670748046,0.026052522729165806,10,6,315,5.604887136353333e-05,3.6599261766316054e-07,0.6174791134901129,0.47603686635944703,0.5152886066298739,0.4476571551183959,2.0012817542328785,0.13135580744393943,0.2428592769253444,0.1394632243139148,2.6339570951709534,COMPLETE,0.4476571551183959,0.1394632243139148,0.47603686635944703,0.13135580744393943,2.0012817542328785,2.6339570951709534,0.5152886066298739,0.2428592769253444,49
50,0.5003241199794481,2025-09-10 15:11:29.744417,2025-09-10 15:11:34.994778,0 days 00:00:05.250361,0.734067111503321,0.7292777292703618,0.9029303990190444,3.521801115868638,0.04027611714643571,3,4,377,9.060142725886785e-06,1.0285362789712542e-08,0.727679098927893,0.43156682027649773,0.5003241199794481,0.4213031018945783,1.4283640685672157,0.11514209620218459,0.2817698874257517,0.12180226958192916,2.07888957916616,COMPLETE,0.4213031018945783,0.12180226958192916,0.43156682027649773,0.11514209620218459,1.4283640685672157,2.07888957916616,0.5003241199794481,0.2817698874257517,50
51,0.41069577711315514,2025-09-10 15:11:35.013767,2025-09-10 15:11:40.109998,0 days 00:00:05.096231,0.646957952958203,0.881050972619764,0.7874922317201931,0.042472269135623186,0.016962529149387732,4,7,255,0.015102380310293168,9.160221981425633e-08,0.9958756714963964,0.3988479262672811,0.41069577711315514,0.3767786150891308,1.0521527044731998,0.13766961349595735,0.32745164298307355,0.1475861898735099,2.2371808286160966,COMPLETE,0.3767786150891308,0.1475861898735099,0.3988479262672811,0.13766961349595735,1.0521527044731998,2.2371808286160966,0.41069577711315514,0.32745164298307355,51
52,0.5797548409320004,2025-09-10 15:11:40.140031,2025-09-10 15:11:44.142754,0 days 00:00:04.002723,0.694486385111363,0.8298939828137482,0.7450045428651517,0.21885782037851145,0.011962533520942903,4,6,133,0.4789640419577005,6.79914037723268e-06,0.9766606147545474,0.40391705069124423,0.5797548409320004,0.370429234334373,1.7494969878496147,0.10759058350066712,0.22969457936342616,0.1350537368330974,1.345077297573217,COMPLETE,0.370429234334373,0.1350537368330974,0.40391705069124423,0.10759058350066712,1.7494969878496147,1.345077297573217,0.5797548409320004,0.22969457936342616,52
53,0.553293865498101,2025-09-10 15:11:44.158731,2025-09-10 15:11:48.942540,0 days 00:00:04.783809,0.6860817367066662,0.8321376195152739,0.7417027345922363,0.5412750734730206,0.011338852055803619,5,6,146,0.000542216514024858,0.00011719609769710585,0.9529840798681067,0.4175115207373271,0.553293865498101,0.40644062463857555,1.7653269463968724,0.12078051001702479,0.24616290158595103,0.12275106669954272,1.6773936391826754,COMPLETE,0.40644062463857555,0.12275106669954272,0.4175115207373271,0.12078051001702479,1.7653269463968724,1.6773936391826754,0.553293865498101,0.24616290158595103,53
54,0.5598699547668708,2025-09-10 15:11:48.961550,2025-09-10 15:11:53.769852,0 days 00:00:04.808302,0.661374298707916,0.8002052225366498,0.7562213158012212,0.19982158189999186,0.013701391463606934,4,9,198,0.6314321663074374,4.63608457714081e-06,0.9248065801379889,0.4130568356374808,0.5598699547668708,0.38912289521067667,1.7284060333366824,0.11729466049548812,0.2129822231491585,0.13102825526008943,1.4070851058889924,COMPLETE,0.38912289521067667,0.13102825526008943,0.4130568356374808,0.11729466049548812,1.7284060333366824,1.4070851058889924,0.5598699547668708,0.2129822231491585,54
55,0.545719005664153,2025-09-10 15:11:53.799352,2025-09-10 15:11:57.978993,0 days 00:00:04.179641,0.7538404767812064,0.8726989535562624,0.7269398585201511,2.0557564620756246,0.015984101932376014,4,5,285,3.983318084212502e-07,8.663991826732155e-06,0.9799811874381862,0.40245775729646693,0.545719005664153,0.3727123899102923,1.646703579838873,0.1311419586264446,0.2960672620558484,0.1444715759286085,2.2259675209449146,COMPLETE,0.3727123899102923,0.1444715759286085,0.40245775729646693,0.1311419586264446,1.646703579838873,2.2259675209449146,0.545719005664153,0.2960672620558484,55
56,0.6178280134042584,2025-09-10 15:11:58.015474,2025-09-10 15:12:03.378139,0 days 00:00:05.362665,0.7245269740513046,0.7706850341277443,0.7027658290188926,1.199583741437376,0.020126896745131836,3,6,253,1.4678724697521724e-06,2.2066905893833028e-06,0.6884426338907285,0.43732718894009226,0.6178280134042584,0.41535432755907076,1.8879853045243666,0.09063669946923554,0.15393389089532655,0.10409964649074613,0.9103249473432595,COMPLETE,0.41535432755907076,0.10409964649074613,0.43732718894009226,0.09063669946923554,1.8879853045243666,0.9103249473432595,0.6178280134042584,0.15393389089532655,56
57,0.5496190774717724,2025-09-10 15:12:03.399121,2025-09-10 15:12:07.383415,0 days 00:00:03.984294,0.7217296004372115,0.8178211688716186,0.7083984569886695,1.2119851120763907,0.020311599755250907,3,6,139,0.2412026846124746,2.7555161575353967e-05,0.8768276056511168,0.41804915514592933,0.5496190774717724,0.4070565625154515,1.424024748159963,0.08587033430719519,0.22455760920202697,0.09063250248033825,1.1557536562188881,COMPLETE,0.4070565625154515,0.09063250248033825,0.41804915514592933,0.08587033430719519,1.424024748159963,1.1557536562188881,0.5496190774717724,0.22455760920202697,57
58,0.5822412185766002,2025-09-10 15:12:07.414414,2025-09-10 15:12:10.567858,0 days 00:00:03.153444,0.7660354229820863,0.7625274532505388,0.6603183094805306,4.896605930199055,0.011767110820678908,3,8,251,0.007500069411919246,2.299916688596571e-06,0.7718330233251767,0.40683563748079876,0.5822412185766002,0.37205860720291367,1.629660156184917,0.09622534116789637,0.22684332733948917,0.11741489340308682,1.198289292270398,COMPLETE,0.37205860720291367,0.11741489340308682,0.40683563748079876,0.09622534116789637,1.629660156184917,1.198289292270398,0.5822412185766002,0.22684332733948917,58
59,0.5618780604938639,2025-09-10 15:12:10.587850,2025-09-10 15:12:13.914314,0 days 00:00:03.326464,0.732534134269616,0.7706501959635029,0.6564458952609634,4.803261400174476,0.01171407880740825,3,8,173,0.004326827190143781,2.7621630310004466e-06,0.6534972238258343,0.3992319508448541,0.5618780604938639,0.3562447222125955,1.5263341442309009,0.09506090746932035,0.21012317551794965,0.1240812845396474,1.1125671873866148,COMPLETE,0.3562447222125955,0.1240812845396474,0.3992319508448541,0.09506090746932035,1.5263341442309009,1.1125671873866148,0.5618780604938639,0.21012317551794965,59
60,0.5325568856539442,2025-09-10 15:12:13.933305,2025-09-10 15:12:17.529615,0 days 00:00:03.596310,0.8107839989263786,0.7901973195247518,0.6144444830855992,4.244992019166366,0.013087800821324963,3,9,263,0.007568462222007895,8.798421742410108e-05,0.6877575194911734,0.39416282642089095,0.5325568856539442,0.35857206243747375,1.080168048419973,0.10870780096259293,0.2772232132870225,0.12288964248805295,1.9147075308249177,COMPLETE,0.35857206243747375,0.12288964248805295,0.39416282642089095,0.10870780096259293,1.080168048419973,1.9147075308249177,0.5325568856539442,0.2772232132870225,60
61,0.5281407046540156,2025-09-10 15:12:17.554597,2025-09-10 15:12:20.993391,0 days 00:00:03.438794,0.7742227621402882,0.752472077210637,0.6820995350158112,2.305644234045583,0.015164754540544816,3,8,315,1.4541336777924866e-06,8.474970847546487e-07,0.9594861719443171,0.38725038402457757,0.5281407046540156,0.3320091314076769,1.3031534333335633,0.1142184902136821,0.281163349624445,0.14597761923911973,1.7227423136989175,COMPLETE,0.3320091314076769,0.14597761923911973,0.38725038402457757,0.1142184902136821,1.3031534333335633,1.7227423136989175,0.5281407046540156,0.281163349624445,61
62,0.535269314685977,2025-09-10 15:12:21.019389,2025-09-10 15:12:24.610809,0 days 00:00:03.591420,0.7587464031333404,0.7757302345278095,0.6220601467048068,3.2640968418228153,0.010034157115893233,3,7,231,0.14933695011022333,1.665418486500148e-06,0.7686307214299902,0.3882488479262673,0.535269314685977,0.34326560317078986,1.3931123446176965,0.10245588609515642,0.21335007168216022,0.12137597838668064,1.107319466457651,COMPLETE,0.34326560317078986,0.12137597838668064,0.3882488479262673,0.10245588609515642,1.3931123446176965,1.107319466457651,0.535269314685977,0.21335007168216022,62
63,0.5452590543001491,2025-09-10 15:12:24.631795,2025-09-10 15:12:27.579385,0 days 00:00:02.947590,0.7438999703712096,0.7581936675933735,0.6659011710555265,1.604616311426221,0.018634311181546372,4,7,102,0.06998755784551962,5.62974983936268e-06,0.9129266742092947,0.40921658986175113,0.5452590543001491,0.3810608482925749,1.5597626405656582,0.10988418895464636,0.24853564924938357,0.12451263624273982,1.4641376704874096,COMPLETE,0.3810608482925749,0.12451263624273982,0.40921658986175113,0.10988418895464636,1.5597626405656582,1.4641376704874096,0.5452590543001491,0.24853564924938357,63
64,0.6084824352919889,2025-09-10 15:12:27.598865,2025-09-10 15:12:31.379009,0 days 00:00:03.780144,0.7040189757366339,0.8292466728754977,0.6313342262060276,1.955979824939248,0.06539526040664312,3,6,256,1.6161205929017441,1.986061738019337e-05,0.8548627446325285,0.45215053763440854,0.6084824352919889,0.4459213946308691,2.248912494944372,0.1083689596742496,0.16521777797033868,0.10711797052090392,1.7045840383062378,COMPLETE,0.4459213946308691,0.10711797052090392,0.45215053763440854,0.1083689596742496,2.248912494944372,1.7045840383062378,0.6084824352919889,0.16521777797033868,64
65,0.4975439940009648,2025-09-10 15:12:31.401023,2025-09-10 15:12:35.537944,0 days 00:00:04.136921,0.7032273491727637,0.8514274569441795,0.6400509582983562,1.8464653551476444,0.10697811576261837,3,6,338,0.8981500266869898,0.0007462726765233277,0.8509601052382944,0.4304147465437788,0.4975439940009648,0.4055179512499954,1.679716803928785,0.13225851053695373,0.2861040221079178,0.14691915533694666,2.284534562120958,COMPLETE,0.4055179512499954,0.14691915533694666,0.4304147465437788,0.13225851053695373,1.679716803928785,2.284534562120958,0.4975439940009648,0.2861040221079178,65
66,0.6189145394142358,2025-09-10 15:12:35.561435,2025-09-10 15:12:39.153317,0 days 00:00:03.591882,0.6838375315054849,0.828384318116894,0.6259083114674447,2.625212113183652,0.05091767100818309,3,5,201,0.33943884499079574,1.5068010537093152e-05,0.6298580880035355,0.44892473118279574,0.6189145394142358,0.44438201331444005,2.15349280464566,0.10130061745705227,0.16070857811144496,0.10041963514383528,1.4001432029664953,COMPLETE,0.44438201331444005,0.10041963514383528,0.44892473118279574,0.10130061745705227,2.15349280464566,1.4001432029664953,0.6189145394142358,0.16070857811144496,66
67,0.5364733535803512,2025-09-10 15:12:39.175298,2025-09-10 15:12:42.658928,0 days 00:00:03.483630,0.6783741013758277,0.8313044925724501,0.6204185192887907,2.92418091421656,0.0998403869741073,3,5,199,1.5717019289524123,2.3876930188110287e-05,0.6362211456347778,0.4410138248847926,0.5364733535803512,0.4188907767817417,1.5667441642464177,0.10015891064350953,0.22855332120548427,0.11070827498329161,1.5465516222292433,COMPLETE,0.4188907767817417,0.11070827498329161,0.4410138248847926,0.10015891064350953,1.5667441642464177,1.5465516222292433,0.5364733535803512,0.22855332120548427,67
68,0.5331014741954057,2025-09-10 15:12:42.680907,2025-09-10 15:12:45.367775,0 days 00:00:02.686868,0.6377753912313384,0.860052542050634,0.6017020345358522,3.8855932866417,0.07541492158559258,3,5,132,0.538310467362016,6.8883734660947145e-06,0.8901238712672326,0.43625192012288794,0.5331014741954057,0.4211317553305975,1.4046191223113127,0.09154192261590396,0.25716790209175944,0.09793531396269851,1.480312967439388,COMPLETE,0.4211317553305975,0.09793531396269851,0.43625192012288794,0.09154192261590396,1.4046191223113127,1.480312967439388,0.5331014741954057,0.25716790209175944,68
69,0.5079100843273257,2025-09-10 15:12:45.394273,2025-09-10 15:12:49.184604,0 days 00:00:03.790331,0.709604151113722,0.9038998622102555,0.6623876382816161,2.624105525189427,0.06610629254947988,3,6,175,0.11758255186551796,1.6027762141867162e-05,0.6993893963485036,0.42503840245775726,0.5079100843273257,0.4035047364182282,1.2568182271413253,0.13072268822420058,0.289783652282002,0.14766782537233744,2.414408156059695,COMPLETE,0.4035047364182282,0.14766782537233744,0.42503840245775726,0.13072268822420058,1.2568182271413253,2.414408156059695,0.5079100843273257,0.289783652282002,69
70,0.5051968419871691,2025-09-10 15:12:49.207112,2025-09-10 15:12:52.277949,0 days 00:00:03.070837,0.693509555277988,0.8180410215699536,0.6305563789423014,4.940106271348501,0.06106518584541101,3,6,258,0.2535756975653568,3.4199366840183723e-06,0.820297652279633,0.40890937019969276,0.5051968419871691,0.38317303076959564,1.2851722678945303,0.10517529512426795,0.25281833623706157,0.11943826817177403,1.4235008833790235,COMPLETE,0.38317303076959564,0.11943826817177403,0.40890937019969276,0.10517529512426795,1.2851722678945303,1.4235008833790235,0.5051968419871691,0.25281833623706157,70
71,0.5442134500189364,2025-09-10 15:12:52.301960,2025-09-10 15:12:56.364141,0 days 00:00:04.062181,0.7232488548368042,0.8020335398650228,0.7012078984292383,2.246047515834275,0.050057912017046985,4,5,211,0.031619053252459305,0.00022897306702797753,0.6332310094988883,0.45130568356374806,0.5442134500189364,0.4432868051894583,1.9449671486163216,0.11883405848308182,0.23180537013121952,0.11889280621486999,2.103752597927939,COMPLETE,0.4432868051894583,0.11889280621486999,0.45130568356374806,0.11883405848308182,1.9449671486163216,2.103752597927939,0.5442134500189364,0.23180537013121952,71
72,0.590095500044215,2025-09-10 15:12:56.388115,2025-09-10 15:13:03.423505,0 days 00:00:07.035390,0.6906476150352125,0.828022564958729,0.6808771866018215,2.5020348673029518,0.01669238471546948,4,4,299,0.43468056545208694,7.209897317435653e-05,0.6187761319072161,0.4572196620583717,0.590095500044215,0.44608012891368465,1.9439472617107114,0.10517829575034437,0.19313578310903287,0.10719186871119532,1.5055892866519,COMPLETE,0.44608012891368465,0.10719186871119532,0.4572196620583717,0.10517829575034437,1.9439472617107114,1.5055892866519,0.590095500044215,0.19313578310903287,72
73,0.5535755618630747,2025-09-10 15:13:03.447481,2025-09-10 15:13:11.197056,0 days 00:00:07.749575,0.689647595435946,0.8619850309819664,0.6792528380448387,2.5559934777860422,0.012225721645266741,4,4,282,1.6673460252324874,4.368643799850927e-05,0.6153809761094605,0.45291858678955454,0.5535755618630747,0.4329124634326895,1.6498843045242628,0.1030790355795423,0.22721582827971198,0.11022176093104237,1.5341580842235982,COMPLETE,0.4329124634326895,0.11022176093104237,0.45291858678955454,0.1030790355795423,1.6498843045242628,1.5341580842235982,0.5535755618630747,0.22721582827971198,73
74,0.5708166771757707,2025-09-10 15:13:11.223546,2025-09-10 15:13:15.932097,0 days 00:00:04.708551,0.6606032145676061,0.8275122421319969,0.6486184941148344,3.3096194983421814,0.011032445322431035,3,5,251,0.42839772484312794,2.840496896851998e-07,0.612449108470304,0.406221198156682,0.5708166771757707,0.36751258199971615,1.565430387021521,0.10180203999760991,0.2111313764149372,0.13389090328220915,1.0920045516850403,COMPLETE,0.36751258199971615,0.13389090328220915,0.406221198156682,0.10180203999760991,1.565430387021521,1.0920045516850403,0.5708166771757707,0.2111313764149372,74
75,0.5277624752146459,2025-09-10 15:13:15.956079,2025-09-10 15:13:24.189552,0 days 00:00:08.233473,0.7889645930707094,0.8059279864737822,0.630206479118598,2.195387698489819,0.01404037329985841,4,8,409,0.039712142867271524,8.042314749622177e-07,0.6499864045057735,0.44408602150537635,0.5277624752146459,0.4273740661815959,1.5836435207251898,0.11550529834816442,0.24720233201067632,0.12083098481038798,1.7303120507330971,COMPLETE,0.4273740661815959,0.12083098481038798,0.44408602150537635,0.11550529834816442,1.5836435207251898,1.7303120507330971,0.5277624752146459,0.24720233201067632,75
76,0.5329904013617044,2025-09-10 15:13:24.306007,2025-09-10 15:13:33.148097,0 days 00:00:08.842090,0.6157242235961102,0.7931493372563538,0.6895894079646129,2.7971082593735854,0.01657909588907356,5,7,299,0.1442542861247655,0.00018617885971960056,0.6625585680748114,0.46582181259600614,0.5329904013617044,0.43726519850119944,1.7337729158948592,0.11089701613422599,0.25649978277532576,0.12071565826232461,2.025667765721818,COMPLETE,0.43726519850119944,0.12071565826232461,0.46582181259600614,0.11089701613422599,1.7337729158948592,2.025667765721818,0.5329904013617044,0.25649978277532576,76
77,0.5118494314764882,2025-09-10 15:13:33.171592,2025-09-10 15:13:38.227576,0 days 00:00:05.055984,0.6777728317030374,0.809908659748253,0.6748294893665828,1.9132308964887426,0.023980412552556382,3,4,216,0.30937759788425023,1.6537180517634418e-05,0.8590762644433915,0.41904761904761906,0.5118494314764882,0.4026611786000498,1.1995705638868759,0.10692590447935456,0.2811424093131017,0.1172941594985294,1.8586463623187683,COMPLETE,0.4026611786000498,0.1172941594985294,0.41904761904761906,0.10692590447935456,1.1995705638868759,1.8586463623187683,0.5118494314764882,0.2811424093131017,77
78,0.4448905935541405,2025-09-10 15:13:38.256067,2025-09-10 15:13:42.085845,0 days 00:00:03.829778,0.6537155613219502,0.8431657024036918,0.6315297634542547,0.9186982945018359,0.13228757648353368,4,6,351,0.6485174685384216,1.3208564984356791e-06,0.624471955883006,0.44784946236559137,0.4448905935541405,0.41730118108856856,1.415682463612789,0.14114618431357898,0.2972116081141048,0.15270401701478212,2.764650283202941,COMPLETE,0.41730118108856856,0.15270401701478212,0.44784946236559137,0.14114618431357898,1.415682463612789,2.764650283202941,0.4448905935541405,0.2972116081141048,78
79,0.5085536456146833,2025-09-10 15:13:42.113344,2025-09-10 15:13:45.113411,0 days 00:00:03.000067,0.8899647341726034,0.8822248321438317,0.7340285086836631,4.478853648033023,0.01744473546109918,3,9,125,0.015539854952367028,5.815342400000635e-05,0.7105185317366072,0.38003072196620585,0.5085536456146833,0.32962631792502667,0.9685462132018673,0.10482652709105067,0.2547423975644519,0.1427338345192625,1.8136733788445232,COMPLETE,0.32962631792502667,0.1427338345192625,0.38003072196620585,0.10482652709105067,0.9685462132018673,1.8136733788445232,0.5085536456146833,0.2547423975644519,79
80,0.5023691836138683,2025-09-10 15:13:45.141881,2025-09-10 15:13:49.747268,0 days 00:00:04.605387,0.7052994683679846,0.7780578804391166,0.7615053676020911,0.7870999804691943,0.05175397113267134,4,5,168,1.9631329959499797,1.0501122448063916e-05,0.733623463834765,0.4533794162826421,0.5023691836138683,0.4382496149850117,1.71910780323035,0.12433088532750529,0.28961821541435556,0.1275660649676038,2.3890939907795223,COMPLETE,0.4382496149850117,0.1275660649676038,0.4533794162826421,0.12433088532750529,1.71910780323035,2.3890939907795223,0.5023691836138683,0.28961821541435556,80
81,0.574653934957773,2025-09-10 15:13:49.834301,2025-09-10 15:13:56.657380,0 days 00:00:06.823079,0.7145779999202563,0.7399983761920695,0.7132941901086751,2.7391680089150596,0.014830976930417692,4,4,238,1.1506362701898893,7.860938366294559e-05,0.6022584405319156,0.45798771121351767,0.574653934957773,0.44475365010335355,1.7316260697534047,0.0928815977779139,0.19423052797444085,0.09143947425659717,1.3394124683368316,COMPLETE,0.44475365010335355,0.09143947425659717,0.45798771121351767,0.0928815977779139,1.7316260697534047,1.3394124683368316,0.574653934957773,0.19423052797444085,81
82,0.4968577316998913,2025-09-10 15:13:56.685389,2025-09-10 15:14:03.571811,0 days 00:00:06.886422,0.7468751609150857,0.729911194713677,0.718901684676265,2.388766737074612,0.020084837145939106,4,4,305,0.07370431534146053,0.00048668716075842477,0.6707117983922954,0.4393241167434716,0.4968577316998913,0.41821631912389323,1.3618139653130559,0.12500386378204068,0.2919251610968551,0.13567822076320993,2.440828378622873,COMPLETE,0.41821631912389323,0.13567822076320993,0.4393241167434716,0.12500386378204068,1.3618139653130559,2.440828378622873,0.4968577316998913,0.2919251610968551,82
83,0.5022249716345156,2025-09-10 15:14:03.599806,2025-09-10 15:14:10.656432,0 days 00:00:07.056626,0.7323543139632105,0.8212998076094035,0.6589228534713756,1.558633516502312,0.027732617720641818,5,3,272,0.0005423345813109304,3.022888342526367e-05,0.7867074634898973,0.4576036866359447,0.5022249716345156,0.43974510296292507,1.8812002878957115,0.1275114272871488,0.26046004799480804,0.13208269951894938,2.570948174808743,COMPLETE,0.43974510296292507,0.13208269951894938,0.4576036866359447,0.1275114272871488,1.8812002878957115,2.570948174808743,0.5022249716345156,0.26046004799480804,83
84,0.573026995074497,2025-09-10 15:14:10.694939,2025-09-10 15:14:17.188440,0 days 00:00:06.493501,0.6985347891646569,0.8398598977763833,0.7032419842475801,2.4195680960276613,0.02337772027746322,3,5,390,9.678897232506097e-07,5.674139249970979e-07,0.643918751807049,0.4381720430107527,0.573026995074497,0.42385384962198935,1.870293060799666,0.10853844460841196,0.24660329103523485,0.11560798974702541,1.7175661083598956,COMPLETE,0.42385384962198935,0.11560798974702541,0.4381720430107527,0.10853844460841196,1.870293060799666,1.7175661083598956,0.573026995074497,0.24660329103523485,84
85,0.5439247718581603,2025-09-10 15:14:17.216916,2025-09-10 15:14:28.134176,0 days 00:00:10.917260,0.7667400249631068,0.6983045352115365,0.7447702511224964,3.082992324476984,0.019541482374188245,9,7,857,0.9871962878532656,3.6001478901010954e-06,0.6287926263801847,0.4665898617511521,0.5439247718581603,0.4464793657499045,1.8971946049774617,0.11679628827879447,0.23444497282207646,0.12160272966071971,2.0924910213044043,COMPLETE,0.4464793657499045,0.12160272966071971,0.4665898617511521,0.11679628827879447,1.8971946049774617,2.0924910213044043,0.5439247718581603,0.23444497282207646,85
86,0.5148058141823769,2025-09-10 15:14:28.167185,2025-09-10 15:14:31.523070,0 days 00:00:03.355885,0.6371142210312022,0.7664211784527851,0.6870765529943215,0.6075583582721282,0.17048321450093357,4,4,187,0.0017650778604246598,0.960689184821544,0.6111039406401793,0.4663594470046083,0.5148058141823769,0.4311357415884618,1.886717257240947,0.13118261582780488,0.29385983120154785,0.14439255904686657,2.6895545795233105,COMPLETE,0.4311357415884618,0.14439255904686657,0.4663594470046083,0.13118261582780488,1.886717257240947,2.6895545795233105,0.5148058141823769,0.29385983120154785,86
