trial,fold,f1_weighted,accuracy,sharpe,sortino,hit_ratio,combined
29,1,0.21258611890567314,0.290937019969278,-68.5664178820095,-104.69417974435837,0.4011159330440174,0.05818740399385561
30,0,0.30467934960993065,0.3261670761670762,11.756214165728636,16.891883737680025,0.5053614666205465,0.8652271429215797
30,1,0.1742607458707173,0.3228878648233487,-173.3488312506509,-224.6778729553862,0.30615432677288346,0.06457757296466975
31,0,0.35117970061573917,0.35042997542997545,-36.16014554514589,-42.82728843479564,0.43214588634435963,0.07008599508599524
31,1,0.18001711402616377,0.328110599078341,-170.86372043239177,-223.3968603074842,0.30905145691258523,0.0656221198156682
32,0,0.377728126316981,0.3762285012285012,-9.142125686120712,-10.496862321164294,0.470935960591133,0.07533133868732557
32,1,0.18968370755370878,0.3293394777265745,-164.359335004482,-216.2929042515116,0.31401115933044016,0.0658678955453149
33,0,0.3670565959991994,0.36455773955773957,-13.145893803026661,-15.404318571257093,0.4914134742404227,0.0729131106993049
33,1,0.18001711402616377,0.328110599078341,-170.86372043239177,-223.3968603074842,0.30905145691258523,0.0656221198156682
34,0,0.3572715899899616,0.35902948402948404,9.197915110607296,10.74228307360481,0.5074244751664106,0.8717249047843102
34,1,0.3438801142461694,0.35729646697388634,-86.25111295749926,-99.2971173152341,0.35621072982116964,0.07145929339477727
35,0,0.35834338728166976,0.3617936117936118,0.16807937426596684,0.18784531948908217,0.49095890410958903,0.5058956808824911
35,1,0.221815551704045,0.290937019969278,-40.86298092082798,-65.49014526537425,0.4240545567265964,0.05818740399385561
36,0,0.32744734851340057,0.3237100737100737,5.3759856648271676,7.116171228114004,0.48927219183845183,0.8610579732721211
36,1,0.32285415520823907,0.3794162826420891,-125.64328106905715,-129.7864343172684,0.30254424778761063,0.07588325652841782
37,0,0.3301127446924292,0.3277027027027027,-17.093684688496847,-19.355627681788665,0.4619336758524054,0.0655405706981585
37,1,0.31900396955138755,0.36067588325652844,-116.10444053769008,-122.13669496777607,0.3225979602791197,0.07213517665130569
38,0,0.306061003038845,0.3055896805896806,-1.28770701696743,-1.7099101562444314,0.4821570182394925,0.2341108760031902
38,1,0.3121629263361077,0.36682027649769583,-126.99362805258524,-129.0183961085102,0.2977142857142857,0.07336405529953917
39,0,0.3064087697765835,0.32186732186732187,-4.092409389003417,-5.776694162874313,0.48383658969804616,0.07751320511454797
39,1,0.18584885226045736,0.32749615975422425,-176.33625174683712,-224.48458823009204,0.30102367242482403,0.06549923195084485
40,0,0.33163315811345373,0.33353808353808356,-19.815621067345454,-23.537346905042256,0.46634615384615385,0.06670761869039932
40,1,0.18584885226045736,0.32749615975422425,-176.33625174683712,-224.48458823009204,0.30102367242482403,0.06549923195084485
41,0,0.3714831138822202,0.3703931203931204,-15.270409998586498,-16.24023727583415,0.4765166340508806,0.07407881081764903
41,1,0.3078325579648337,0.3576036866359447,-142.34929454419597,-160.9378195683554,0.29271523178807946,0.07152073732718894
42,0,0.35902192384510173,0.3593366093366093,37.349003045300705,50.285368854059726,0.5561063542136098,0.8718673218673219
42,1,0.335639158730917,0.3622119815668203,-105.93732960565039,-115.00640850180305,0.34194528875379937,0.07244239631336406
43,0,0.3501397137971125,0.3452088452088452,2.8395309178000883,3.5246379991952015,0.5045330915684497,0.8248617633317062
43,1,0.335639158730917,0.3622119815668203,-105.93732960565039,-115.00640850180305,0.34194528875379937,0.07244239631336406
44,0,0.3558515544793898,0.35964373464373467,25.642670530814367,30.93984388815231,0.5351637764932563,0.8719287469229042
44,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
45,0,0.3461248578777326,0.3455159705159705,15.149629446829735,19.448901437132385,0.5183585313174947,0.8691029833911302
45,1,0.335639158730917,0.3622119815668203,-105.93732960565039,-115.00640850180305,0.34194528875379937,0.07244239631336406
46,0,0.3607660997528394,0.36609336609336607,24.5299194444069,29.22251999573525,0.5290519877675841,0.8732186732008953
46,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
47,0,0.3557682543990661,0.3525798525798526,-6.372225234167886,-7.623770238450111,0.48305860805860806,0.07188032252541918
47,1,0.335639158730917,0.3622119815668203,-105.93732960565039,-115.00640850180305,0.34194528875379937,0.07244239631336406
48,0,0.35945512594243867,0.3605651105651106,29.307803258478017,37.76327852296354,0.5344827586206896,0.8721130221128726
48,1,0.31586943536412765,0.36098310291858676,-119.43591029007978,-145.9868819241323,0.33774834437086093,0.07219662058371736
49,0,0.3634917179714197,0.36486486486486486,-28.657345576647835,-33.499732162368545,0.4559118236472946,0.07297297297325964
49,1,0.20338891056936245,0.3161290322580645,-138.87312118033455,-189.8494497078359,0.33447845096814494,0.0632258064516129
50,0,0.35553404566877617,0.35995085995085996,42.80407508010572,54.91038245284471,0.5591133004926109,0.871990171990172
50,1,0.18023147564743494,0.3228878648233487,-167.142363017554,-217.92351642512872,0.30857675574891236,0.06457757296466975
51,0,0.3132111789380122,0.3323095823095823,73.02258576356675,100.72278253276369,0.6116248348745046,0.8664619164619165
51,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
52,0,0.33317155251116704,0.3418304668304668,50.545042006341816,64.89347552870682,0.5770642201834862,0.8683660933660934
52,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
53,0,0.35482352386178934,0.35411547911547914,7.344926948695483,9.321129882558468,0.4897139989964877,0.8703067408786244
53,1,0.18087303240001731,0.31152073732718893,-160.53516266271595,-209.84180945534712,0.31090561224489793,0.06230414746543779
54,0,0.35242637534467464,0.35288697788697787,-28.493990770875982,-33.67207248155044,0.4219387755102041,0.07057739557773313
54,1,0.3330132818660633,0.33763440860215055,-61.900324386413615,-73.50592880252817,0.42755741127348645,0.06752688172043012
55,0,0.3452652946877801,0.34336609336609336,33.530882930225154,51.8931441013807,0.5278460278460279,0.8686732186732166
55,1,0.33547098267636793,0.3563748079877112,-95.15840275858729,-107.40487885232258,0.36284470246734396,0.07127496159754225
56,0,0.3311998570292598,0.3356879606879607,-11.796692527967256,-16.678740030868205,0.4592933947772657,0.06714361562833744
56,1,0.18340145637654415,0.3225806451612903,-166.14261786877572,-217.4781666356217,0.3088235294117647,0.06451612903225806
57,0,0.3575849039362527,0.3574938574938575,6.894032732877869,8.042658563555333,0.5044554455445545,0.8706885392202168
57,1,0.31955216244402573,0.3717357910906298,-122.1892071362879,-141.2555689971556,0.3341687552213868,0.07434715821812597
58,0,0.3704655961939354,0.3713144963144963,-32.62952682754205,-32.57914590778966,0.4530005310674456,0.07426289926290464
58,1,0.1741681565081078,0.3121351766513057,-169.40535202120554,-219.18403707007545,0.30528313824739006,0.062427035330261144
59,0,0.3828701435335258,0.3885135135135135,7.970540908420694,8.630148312510977,0.5109529025191676,0.8774264045169067
59,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
60,0,0.3786259077721837,0.3845208845208845,24.33131829758028,27.737990093862248,0.5330467490596453,0.8769041768824933
60,1,0.3474755839105798,0.3674347158218126,-61.25192205444622,-65.45940557785624,0.4068181818181818,0.07348694316436252
61,0,0.3805226088709777,0.3820638820638821,3.570748544886334,4.015315110476825,0.49244712990936557,0.8545208719356855
61,1,0.337699424898117,0.3655913978494624,-90.15458801207869,-92.6860076068165,0.36022727272727273,0.07311827956989247
62,0,0.3551837237558135,0.3676289926289926,60.74947609405625,80.5978625522145,0.5894554883318929,0.8735257985257986
62,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
63,0,0.36151002274831784,0.36025798525798525,-28.712329125228738,-37.27139605436968,0.430063578564941,0.0720515970518684
63,1,0.3330132818660633,0.33763440860215055,-61.900324386413615,-73.50592880252817,0.42755741127348645,0.06752688172043012
64,0,0.36943100549284,0.367014742014742,-6.058859050626575,-7.09519812640355,0.4855769230769231,0.07526824176216226
64,1,0.337699424898117,0.3655913978494624,-90.15458801207869,-92.6860076068165,0.36022727272727273,0.07311827956989247
65,0,0.3725296253409239,0.3716216216216216,17.376400942300176,22.149838967554242,0.510148849797023,0.8743243015935134
65,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
66,0,0.36138171755350507,0.35872235872235875,-19.54995468918753,-22.59453513222538,0.46734784540204355,0.07174447433061483
66,1,0.29887475759250887,0.3585253456221198,-134.9839220355524,-155.91433923761193,0.31862537123462026,0.07170506912442397
67,0,0.3442372394318346,0.3495085995085995,19.855463768241563,25.063690630803208,0.5222358221134231,0.8699017179963836
67,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
68,0,0.3616845567423276,0.36117936117936117,24.16393937845576,29.708084787344358,0.5335420393559929,0.8722358722102379
68,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
69,0,0.36877313038213405,0.3657862407862408,-12.555262738472589,-14.484274542698733,0.49212410501193316,0.07316006918351141
69,1,0.18001711402616377,0.328110599078341,-170.86372043239177,-223.3968603074842,0.30905145691258523,0.0656221198156682
70,0,0.3684820488824668,0.36609336609336607,-12.754800603497,-14.181073372543018,0.4761675493500241,0.07322098394872589
70,1,0.3468431199341832,0.36098310291858676,-83.5099288017924,-88.95793587261392,0.3817258883248731,0.07219662058371736
71,0,0.3729384135746476,0.37192874692874694,0.3466692462780589,0.38270467587472584,0.5044955044955045,0.5430334673645736
71,1,0.30429836350659617,0.31889400921658984,-98.61528021536691,-112.76915906634632,0.35989492119089317,0.06377880184331797
72,0,0.3618614067835205,0.367014742014742,16.288560578643796,17.896534649417152,0.5339147286821705,0.8734028809411409
72,1,0.3468431199341832,0.36098310291858676,-83.5099288017924,-88.95793587261392,0.3817258883248731,0.07219662058371736
73,0,0.36752949991678635,0.36486486486486486,6.431982959826795,7.871648200065804,0.5078922934076138,0.8716876361478348
73,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
74,0,0.29022576650655674,0.31142506142506143,38.37218417765509,57.976823285070104,0.5442247658688866,0.8622850122850123
74,1,0.18275356969973325,0.32749615975422425,-173.31104573771538,-224.01835446350591,0.3031645569620253,0.06549923195084485
75,0,0.3583016263552173,0.3581081081081081,-44.00425789208459,-50.80208716337253,0.4199475065616798,0.07162162162162163
75,1,0.29887475759250887,0.3585253456221198,-134.9839220355524,-155.91433923761193,0.31862537123462026,0.07170506912442397
76,0,0.28808725700632426,0.3178746928746929,12.205300808437938,16.654165524486864,0.5138651146867511,0.8635709355064293
76,1,0.18275356969973325,0.32749615975422425,-173.31104573771538,-224.01835446350591,0.3031645569620253,0.06549923195084485
77,0,0.35961731967748006,0.35964373464373467,-58.338942134623764,-65.77806699078172,0.38348362600854297,0.07192874692874694
77,1,0.18001711402616377,0.328110599078341,-170.86372043239177,-223.3968603074842,0.30905145691258523,0.0656221198156682
78,0,0.35461214796129864,0.35196560196560195,-15.850155676200307,-17.993942428578286,0.47623529411764703,0.07039322497460017
78,1,0.34380469686250553,0.3631336405529954,-91.5576243518816,-99.19086651686786,0.36428209030948755,0.07262672811059909
79,0,0.3630802950850306,0.3608722358722359,-36.28017983854123,-39.45387559657763,0.4362861203221222,0.07217444717444732
79,1,0.29887475759250887,0.3585253456221198,-134.9839220355524,-155.91433923761193,0.31862537123462026,0.07170506912442397
80,0,0.35675130829639745,0.35565110565110564,-0.24105013688843124,-0.30004187587882014,0.49359768690623707,0.4231522829346449
80,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
81,0,0.3324301178561799,0.3332309582309582,28.493666977758593,41.47297946116527,0.5346764819837272,0.866646191645854
81,1,0.20836883888371732,0.2946236559139785,-105.49635191332735,-146.66560132596854,0.3667701863354037,0.0589247311827957
82,0,0.36107451758021314,0.35995085995085996,4.676290275033308,5.613752741655103,0.5007327796775769,0.8646081243698754
82,1,0.3408583260754551,0.34132104454685097,-56.83167573263544,-65.63832032459356,0.44611528822055135,0.0682642089093702
83,0,0.3640318919287611,0.3614864864864865,14.08621608613037,16.764090013751282,0.5232715770447357,0.872296687024884
83,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
84,0,0.3674243982615124,0.36486486486486486,14.290542992127406,17.29811214365815,0.5192754296330702,0.8729724754813734
84,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
85,0,0.3640318919287611,0.3614864864864865,14.08621608613037,16.764090013751282,0.5232715770447357,0.872296687024884
85,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
86,0,0.336925628135705,0.3393734643734644,23.58933198104371,29.338408626963062,0.5380815150267599,0.8678746928291549
86,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
87,0,0.3679148223345242,0.36486486486486486,12.26074798032651,15.019226940662218,0.5161583978152026,0.8729691858209467
87,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
88,0,0.3315365466745895,0.33261670761670764,14.873830250537223,17.611466879163423,0.5407348242811502,0.8665230638926763
88,1,0.18104394259550097,0.3244239631336406,-168.6879892983818,-219.67048502011738,0.30916509730069053,0.06488479262672812
89,0,0.35883106609145765,0.35964373464373467,29.063215473865995,36.33685058101835,0.5397623400365631,0.8719287469285559
89,1,0.30789451102859694,0.36682027649769583,-126.48042639638844,-144.51413016420346,0.3276668083297918,0.07336405529953917
90,0,0.36654462836997453,0.36363636363636365,-38.51788165888249,-42.77202124245585,0.43609022556390975,0.07272727272727274
90,1,0.29887475759250887,0.3585253456221198,-134.9839220355524,-155.91433923761193,0.31862537123462026,0.07170506912442397
91,0,0.3649723606480955,0.36240786240786244,14.477654168118969,17.187364657789256,0.5244565217391305,0.8724811598861106
91,1,0.31129836167114977,0.3717357910906298,-128.5741971074572,-148.02820495185134,0.32691502720803683,0.07434715821812597
92,0,0.3640318919287611,0.3614864864864865,14.08621608613037,16.764090013751282,0.5232715770447357,0.872296687024884
92,1,0.31129836167114977,0.3717357910906298,-128.5741971074572,-148.02820495185134,0.32691502720803683,0.07434715821812597
93,0,0.3652934647230348,0.3627149877149877,14.480528386987821,17.190583107776323,0.5246941549614862,0.8725425861317221
93,1,0.31129836167114977,0.3717357910906298,-128.5741971074572,-148.02820495185134,0.32691502720803683,0.07434715821812597
94,0,0.3679148223345242,0.36486486486486486,12.26074798032651,15.019226940662218,0.5161583978152026,0.8729691858209467
94,1,0.3181575240759739,0.3723502304147465,-123.0206366155102,-141.76803970199214,0.33319432860717263,0.07447004608294931
95,0,0.3622444153569895,0.36240786240786244,1.9755827706899198,2.188712582786721,0.507205950720595,0.7750491682509608
95,1,0.3181575240759739,0.3723502304147465,-123.0206366155102,-141.76803970199214,0.33319432860717263,0.07447004608294931
96,0,0.3628517254894139,0.36240786240786244,24.948455216843453,31.561270175025648,0.5397908140063665,0.8724815724698746
96,1,0.18016116434270055,0.328110599078341,-170.67375379695764,-223.0021404777749,0.3089102763117044,0.0656221198156682
97,0,0.3408962064200239,0.34244471744471744,21.21173608666512,27.09756496644949,0.5293631100082713,0.8684889429980921
97,1,0.3165775469516855,0.37019969278033793,-122.5320736797503,-141.51051306964712,0.3336123901213897,0.0740399385560676
98,0,0.36728940889513934,0.36363636363636365,-20.95147946352262,-24.828477485306298,0.4623069936421435,0.07272727336403613
98,1,0.29887475759250887,0.3585253456221198,-134.9839220355524,-155.91433923761193,0.31862537123462026,0.07170506912442397
99,0,0.34537205051589404,0.35626535626535627,41.96245745695128,52.885993624813125,0.5600189035916824,0.8712530712530713
99,1,0.33707211248799346,0.35176651305683565,-91.17340953574794,-104.29198687041638,0.3742610277398818,0.07035330261136713
